canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],resourceInstructions-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int,boothFees-int
0,1,"Peut faire éclore un animal de compagnie - Esprit sculpté en pierre verte
",0,item-icon-690,690,Esprit sculpté en pierre verte,1,468,0,1,999,0,6,9,1,718
0,1,"Peut faire éclore un animal de compagnie - Bouclier à pointes souriant
",0,item-icon-691,691,Bouclier à pointes souriant,1,469,0,1,999,0,6,9,1,718
"1,3,4",1,"La collecte de matériaux du même niveau peut entraîner l'obtention de graines supplémentaires, tuer des monstres du même niveau peut entraîner l'obtention de cet objet.
Son utilisation peut déclencher des effets spéciaux.
-------
Il s'agit d'un type de graine qui peut être plantée pour faire pousser du bambou, ce qui est adapté à une utilisation dans le domaine agricole.
",97,item-icon-692,692,Lv 1 Graine de bambou,1,,0,1,999,0,3,1,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-693,693,Puissance de la nature niveau 1,1,425,0,3,999,0,4,1,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-694,694,Puissance de la nature niveau 2,1,426,0,3,999,0,4,2,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-695,695,Puissance de la nature niveau 3,1,427,0,3,999,0,4,3,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-696,696,Puissance de la nature niveau 4,1,428,0,3,999,0,4,4,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-697,697,Puissance de la nature niveau 5,1,429,0,3,999,0,4,5,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------",0,item-icon-698,698,Puissance de la nature niveau 6,1,430,0,3,999,0,4,6,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-699,699,"Niveau 7 Puissance de la Nature
",1,431,0,3,999,0,4,7,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-700,700,"Niveau 8 Puissance de la Nature
",1,432,0,3,999,0,4,8,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
Il contient une force naturelle puissante. Peut être utilisé sur les animaux de compagnie.
",0,item-icon-701,701,"Niveau 9 Puissance de la Nature
",1,433,0,3,999,0,4,9,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
La nourriture pour animaux de compagnie est un objet consommable adapté aux animaux de niveau 0, et peut augmenter leur satiété et leur valeur de croissance. Elle est fabriquée à partir de plantes naturelles et de nutriments, avec un goût rafraîchissant et une digestion et une absorption faciles. Chaque paquet de nourriture pour animaux de compagnie est léger et facile à transporter, ce qui en fait un article indispensable pour les propriétaires d'animaux de compagnie.
",27,item-icon-702,702,"Niveau 3 Alimentation
",1,436,0,1,3,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
La nourriture pour animaux de compagnie est un objet consommable adapté aux animaux de niveau 0, et peut augmenter leur satiété et leur valeur de croissance. Elle est fabriquée à partir de plantes naturelles et de nutriments, avec un goût rafraîchissant et une digestion et une absorption faciles. Chaque paquet de nourriture pour animaux de compagnie est léger et facile à transporter, ce qui en fait un article indispensable pour les propriétaires d'animaux de compagnie.
",27,item-icon-703,703,"Niveau 4 Alimentation
",1,437,0,1,4,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
La nourriture pour animaux de compagnie est un objet consommable adapté aux animaux de niveau 0, et peut augmenter leur satiété et leur valeur de croissance. Elle est fabriquée à partir de plantes naturelles et de nutriments, avec un goût rafraîchissant et une digestion et une absorption faciles. Chaque paquet de nourriture pour animaux de compagnie est léger et facile à transporter, ce qui en fait un article indispensable pour les propriétaires d'animaux de compagnie.
",27,item-icon-704,704,"Niveau 5 Alimentation
",1,438,0,1,5,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
La nourriture pour animaux de compagnie est un objet consommable adapté aux animaux de niveau 0, et peut augmenter leur satiété et leur valeur de croissance. Elle est fabriquée à partir de plantes naturelles et de nutriments, avec un goût rafraîchissant et une digestion et une absorption faciles. Chaque paquet de nourriture pour animaux de compagnie est léger et facile à transporter, ce qui en fait un article indispensable pour les propriétaires d'animaux de compagnie.
",27,item-icon-705,705,"Niveau 6 Alimentation
",1,439,0,1,6,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
La nourriture pour animaux de compagnie est un objet consommable adapté aux animaux de niveau 0, et peut augmenter leur satiété et leur valeur de croissance. Elle est fabriquée à partir de plantes naturelles et de nutriments, avec un goût rafraîchissant et une digestion et une absorption faciles. Chaque paquet de nourriture pour animaux de compagnie est léger et facile à transporter, ce qui en fait un article indispensable pour les propriétaires d'animaux de compagnie.
",27,item-icon-706,706,"Niveau 7 Alimentation
",1,440,0,1,7,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
La nourriture pour animaux de compagnie est un objet consommable adapté aux animaux de niveau 0, et peut augmenter leur satiété et leur valeur de croissance. Elle est fabriquée à partir de plantes naturelles et de nutriments, avec un goût rafraîchissant et une digestion et une absorption faciles. Chaque paquet de nourriture pour animaux de compagnie est léger et facile à transporter, ce qui en fait un article indispensable pour les propriétaires d'animaux de compagnie.
",27,item-icon-707,707,"Niveau 8 Alimentation
",1,441,0,1,8,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
La nourriture pour animaux de compagnie est un objet consommable adapté aux animaux de niveau 0, et peut augmenter leur satiété et leur valeur de croissance. Elle est fabriquée à partir de plantes naturelles et de nutriments, avec un goût rafraîchissant et une digestion et une absorption faciles. Chaque paquet de nourriture pour animaux de compagnie est léger et facile à transporter, ce qui en fait un article indispensable pour les propriétaires d'animaux de compagnie.
",27,item-icon-708,708,"Niveau 9 Alimentation
",1,442,0,1,9,0,3,0,1,718
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 4.
",0,item-icon-709,709,"Potion de restauration d'énergie de niveau 1 2.0 
",1,74,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 10.
",0,item-icon-710,710,"Potion de restauration d'énergie de niveau 2 2.0 
",1,76,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 17.
",0,item-icon-711,711,"Potion de restauration d'énergie de niveau 3 2.0 
",1,78,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 25.
",0,item-icon-712,712,"Potion de restauration d'énergie de niveau 4 2.0 
",1,80,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 34.
",0,item-icon-713,713,"Potion de restauration d'énergie de niveau 5 2.0 
",1,82,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 44.
",0,item-icon-714,714,"Potion de restauration d'énergie de niveau 6 2.0 
",1,84,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 55.
",0,item-icon-715,715,"Potion de restauration d'énergie de niveau 7 2.0 
",1,86,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 67.
",0,item-icon-716,716,"Potion de restauration d'énergie de niveau 8 2.0 
",1,414,0,3,999,0,3,0,1,
"1,3,4",1,"Vous pouvez obtenir cet objet par synthèse.
Son utilisation peut déclencher des effets spéciaux.
-------
Restaure l'énergie - 80.
",0,item-icon-717,717,"Potion de restauration d'énergie de niveau 9 2.0 
",1,415,0,3,999,0,3,0,1,
"1,3,4",1,"Apparaissant dans Flower Peak, Apparaissant dans Floating Realm, Apparaissant dans Ancient Domain.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
",0,item-icon-718,718,"Médaille du Brave 
",1,38,0,2,999,0,4,0,1,
0,0,Vide,97,item-icon-719,719,"Graine du Totem A 
",1,,1,1,999,0,3,0,1,718
0,0,Vide,97,item-icon-720,720,"Graine du Totem B 
",1,,1,1,999,0,3,0,1,718
0,0,Vide,97,item-icon-721,721,"Graine du Totem C 
",1,,1,1,999,0,3,0,1,718
0,0,Vide,97,item-icon-722,722,"Graine du Totem D 
",1,,1,1,999,0,3,0,1,718
0,0,Vide,97,item-icon-723,723,"Graine du Totem E 
",1,,1,1,999,0,3,0,1,718
"1,3,4",1,"Un souvenir obtenu en vainquant le Samouraï Errant de la Lame.
",0,item-icon-725,725,"Médaille du Samouraï Lame Errante 
",1,476,0,2,999,0,4,0,1,
"1,3,4",1,Un souvenir obtenu en vainquant l'Évêque Spectre.,0,item-icon-726,726,Médaille de l'Évêque Spectre,1,475,0,2,999,0,4,0,1,
"1,3,4",1,"Apparaissant dans le donjon de l'arène.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
La récompense obtenue en tuant le boss du donjon de l'arène.",0,item-icon-727,727,Médaille du Tueur,1,470,0,2,999,0,4,0,1,
"1,3,4",1,"Apparaissant dans le royaume flottant.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
La récompense obtenue en tuant les monstres du royaume flottant.",0,item-icon-728,728,Médaille des Pionniers,1,40,0,2,999,0,4,0,1,
"1,3,4",1,"Apparaissant dans le domaine ancien.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
La récompense obtenue en tuant les monstres du domaine ancien.",0,item-icon-729,729,Médaille du Conquérant,1,42,0,2,999,0,4,0,1,
"1,3,4",1,"Apparaissant dans le donjon de l'arène.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
La récompense obtenue en tuant le boss du donjon de l'arène.",0,item-icon-730,730,Médaille du Maniaque Extralégal,1,471,0,2,999,0,4,0,1,
"1,3,4",1,"Apparaissant dans le donjon de l'arène.
Il peut être utilisé pour fabriquer des équipements ou des objets.
-------
La récompense obtenue en tuant le boss du donjon de l'arène.",0,item-icon-731,731,Médaille de l'Addiction Sanguinaire,1,472,0,2,999,0,4,0,1,
"1,3,4",1, Gagné grâce aux défis quotidiens,0,item-icon-732,732,Médaille de Vitalité,1,413,0,2,999,0,4,0,1,
0,1," Objet spécial, non transférable",0,item-icon-733,733,Ticket d'Admission au Défi Quotidien,1,413,0,2,999,0,4,0,1,
"1,3,4",1, Coo Coo Coo,0,item-icon-734,734,Médaille du Pigeon,1,,0,"1,2,3",999,0,4,0,1,
"1,3,4",1," Récompense du classement quotidien...
-------
Créez immédiatement une tâche de jeton.",0,item-icon-735,735,Combat 0-3,1,407,0,2,999,2,7,0,1,
"1,3,4",1," Récompense du classement quotidien...
-------
Créez immédiatement une tâche de jeton.",0,item-icon-736,736,Combat 4-6,1,408,0,2,999,2,7,0,1,
"1,3,4",1," Récompense du classement quotidien...
-------
Créez immédiatement une tâche de jeton.",0,item-icon-737,737,Combat 7-9,1,409,0,2,999,2,7,0,1,
"1,3,4",1, Vide,0,item-icon-738,738,Fragment d'Équipement de Combat Niveau 1,1,52,0,2,999,0,4,1,1,
"1,3,4",1, Vide,0,item-icon-739,739,Fragment d'Équipement de Combat Niveau 2,1,52,0,2,999,0,4,2,1,
"1,3,4",1, Vide,0,item-icon-740,740,Fragment d'Équipement de Combat Niveau 3,1,52,0,2,999,0,4,3,1,
"1,3,4",1, Vide,0,item-icon-741,741,Fragment d'Équipement de Combat Niveau 4,1,52,0,2,999,0,4,4,1,
"1,3,4",1, Vide,0,item-icon-742,742,Fragment d'Équipement de Combat Niveau 5,1,52,0,2,999,0,4,5,1,
"1,3,4",1, Vide,0,item-icon-743,743,Fragment d'Équipement de Combat Niveau 6,1,52,0,2,999,0,4,6,1,
"1,3,4",1, Vide,0,item-icon-744,744,Fragment d'Équipement de Combat Niveau 7,1,52,0,2,999,0,4,7,1,
"1,3,4",1, Vide,0,item-icon-745,745,Fragment d'Équipement de Combat Niveau 8,1,52,0,2,999,0,4,8,1,
"1,3,4",1, Vide,0,item-icon-746,746,Fragment d'Équipement de Combat Niveau 9,1,52,0,2,999,0,4,9,1,
"1,3,4",1, Vide,0,item-icon-747,747,Fragment d'Équipement Agricole Niveau 1,1,50,0,1,999,0,4,1,1,718
"1,3,4",1, Vide,0,item-icon-748,748,Fragment d'Équipement Agricole Niveau 2,1,50,0,1,999,0,4,2,1,718
"1,3,4",1, Vide,0,item-icon-749,749,Fragment d'Équipement Agricole Niveau 3,1,50,0,1,999,0,4,3,1,718
"1,3,4",1, Vide,0,item-icon-750,750,Fragment d'Équipement Agricole Niveau 4,1,50,0,1,999,0,4,4,1,718
"1,3,4",1, Vide,0,item-icon-751,751,Fragment d'Équipement Agricole Niveau 5,1,50,0,1,999,0,4,5,1,718
"1,3,4",1, Vide,0,item-icon-752,752, Fragment d'équipement agricole de niveau 6,1,50,0,1,999,0,4,6,1,718
"1,3,4",1, Vide,0,item-icon-753,753, Fragment d'équipement agricole de niveau 7,1,50,0,1,999,0,4,7,1,718
"1,3,4",1, Vide,0,item-icon-754,754, Fragment d'équipement agricole de niveau 8,1,50,0,1,999,0,4,8,1,718
"1,3,4",1, Vide,0,item-icon-755,755, Fragment d'équipement agricole de niveau 9,1,50,0,1,999,0,4,9,1,718
"1,3,4",1, Vide,0,item-icon-756,756, Fragment d'équipement de collecte de niveau 1,1,54,0,3,999,0,4,1,1,
"1,3,4",1,Vide,0,item-icon-757,757, Fragment d'équipement de collecte de niveau 2,1,54,0,3,999,0,4,2,1,
"1,3,4",1,Vide,0,item-icon-758,758, Fragment d'équipement de collecte de niveau 3,1,54,0,3,999,0,4,3,1,
"1,3,4",1,Vide,0,item-icon-759,759, Fragment d'équipement de collecte de niveau 4,1,54,0,3,999,0,4,4,1,
"1,3,4",1,Vide,0,item-icon-760,760, Fragment d'équipement de collecte de niveau 5,1,54,0,3,999,0,4,5,1,
"1,3,4",1,Vide,0,item-icon-761,761, Fragment d'équipement de collecte de niveau 6,1,54,0,3,999,0,4,6,1,
"1,3,4",1,Vide,0,item-icon-762,762, Fragment d'équipement de collecte de niveau 7,1,54,0,3,999,0,4,7,1,
"1,3,4",1,Vide,0,item-icon-763,763, Fragment d'équipement de collecte de niveau 8,1,54,0,3,999,0,4,8,1,
"1,3,4",1,Vide,0,item-icon-764,764, Fragment d'équipement de collecte de niveau 9,1,54,0,3,999,0,4,9,1,
0,1,100 x LUAG Future(1) = 1 x LUAG Future(100),0,item-icon-765,765, LUAG Future(1),1,,0,"1,2,3",999,0,4,0,1,
"1,3,4",1,"Récompense du classement quotidien...
-------
Créez immédiatement une tâche de jeton.",0,item-icon-766,766, Collecte 0-3,1,410,0,3,999,2,7,0,1,
"1,3,4",1,"Récompense du classement quotidien...
-------
Créez immédiatement une tâche de jeton.",0,item-icon-767,767, Collecte 4-6,1,411,0,3,999,2,7,0,1,
